-12.95,NaN,-10.66,NaN,-7.33,-5.46,NaN,-2.8,-2,0.120000000000001,1.59,2.91,NaN,4.76,6.74,7.93,NaN,10.9,11.76,13.92
-13.1,-12.03,-10.19,NaN,-6.57,-5.88,NaN,-3.11,-1.9,0.190000000000001,2.06,3.08,NaN,4.62,NaN,NaN,9.52,10.68,11.84,13.99
-13.07,-12.24,NaN,NaN,-7.07,-5.97,-4.76,NaN,-1.92,0.0999999999999979,1.3,3.08,3.98,5.07,NaN,NaN,9.46,10.79,11.62,13.96
-13.04,-12.24,-10.71,NaN,-7,-5.47,-4.56,-3.29,-1.85,0.259999999999998,1.67,NaN,3.86,5.07,6.77,NaN,NaN,11.22,NaN,14.15
NaN,NaN,-10.61,-8.46,-6.65,NaN,NaN,-2.84,-1.97,0.169999999999998,1.71,2.93,3.81,4.73,6.72,NaN,9.41,10.75,11.76,NaN
NaN,-12.24,-10.49,NaN,-6.65,-5.65,-4.26,-2.62,-1.8,0.0599999999999987,1.35,NaN,3.87,5.22,6.79,8.38,9.4,10.9,11.89,13.99
-12.84,NaN,-10.62,NaN,-6.61,-5.67,NaN,-3.46,-1.89,0.129999999999999,NaN,2.96,4.12,5.17,6.84,8.42,9.46,11.24,NaN,14.08
-13.02,NaN,-10.15,NaN,-7.09,-5.6,NaN,-3.01,NaN,0.0599999999999987,1.23,NaN,NaN,5.08,6.83,NaN,9.43,11.25,NaN,13.92
-13.03,-12.24,-10.53,NaN,-6.55,-5.26,-4.23,-2.96,-1.8,0.0799999999999983,1.66,2.93,NaN,5.12,6.74,8.07,9.19,10.87,11.68,13.92
-12.91,NaN,NaN,NaN,-6.67,-5.71,-3.96,NaN,-1.82,0.0799999999999983,1.18,3.02,3.85,5.04,6.7,8.26,NaN,10.68,NaN,14.12
-13.06,-12.36,-10.13,NaN,-6.91,-5.51,-4.18,-3.22,-1.92,0.0700000000000003,1.66,3.06,NaN,4.66,6.91,8.51,9.21,10.8,11.74,13.99
-13.02,NaN,NaN,-8.83,-7.07,-5.87,-4.28,-3.04,-1.74,0.0599999999999987,1.74,2.98,3.92,4.96,6.75,8.39,9.29,10.82,11.69,14.08
-12.85,NaN,-10.6,NaN,-6.61,NaN,NaN,-3.09,-1.75,-0.0300000000000011,1.18,2.9,NaN,5.21,6.87,7.87,9.32,10.8,11.8,14.15
